1,1,2
2,3,2
3,3,4
4,2,4
5,1,5
6,1,6
7,7,6
8,8,7
9,8,9
10,9,6
11,2,10
12,2,11
13,10,11
14,10,12
15,12,13
16,13,14
17,14,15
18,15,16
19,16,17
20,17,18
21,19,18
22,19,20
23,21,20
24,22,21
25,22,23
26,21,23
27,21,24
28,25,24
29,25,26
30,27,26
31,28,27
32,28,29
33,29,30
34,31,30
35,31,32
36,29,32
37,29,22
38,22,33
39,28,33
40,28,34
41,35,34
42,36,35
43,36,37
44,38,37
45,39,38
46,39,40
47,41,40
48,41,42
49,43,42
50,44,43
51,44,42
52,45,42
53,38,45
54,38,46
55,45,46
56,45,27
57,7,3
58,7,1
59,1,4
60,7,4
61,5,47
62,5,11
63,9,1
64,1,48
65,9,48
66,9,49
67,8,49
68,8,6
69,50,8
70,5,10
71,10,51
72,5,51
73,1,11
74,47,12
75,12,51
76,47,51
77,13,52
78,14,52
79,53,14
80,53,54
81,55,54
82,21,55
83,21,56
84,53,56
85,31,53
86,47,31
87,47,57
88,31,57
89,29,31
90,29,34
91,14,54
92,15,54
93,55,15
94,55,20
95,15,58
96,16,58
97,19,16
98,59,19
99,59,60
100,61,60
101,59,61
102,62,59
103,25,62
104,43,25
105,43,63
106,62,63
107,16,18
108,17,64
109,65,64
110,65,60
111,19,60
112,55,19
113,55,58
114,19,58
115,19,65
116,65,18
117,59,20
118,22,53
119,22,32
120,53,32
121,27,23
122,25,23
123,25,21
124,62,24
125,59,24
126,45,26
127,45,40
128,38,40
129,36,38
130,66,36
131,66,67
132,68,67
133,69,68
134,70,69
135,71,70
136,72,71
137,72,73
138,74,73
139,74,75
140,75,76
141,74,76
142,72,74
143,27,22
144,27,25
145,35,28
146,35,77
147,78,77
148,78,5
149,5,48
150,78,48
151,78,79
152,5,79
153,47,30
154,80,30
155,78,80
156,31,13
157,31,52
158,53,52
159,29,33
160,27,33
161,80,34
162,81,35
163,68,81
164,68,36
165,36,82
166,81,82
167,81,77
168,36,83
169,38,83
170,66,37
171,39,37
172,39,84
173,39,41
174,85,41
175,85,86
176,87,86
177,87,39
178,39,88
179,87,88
180,87,85
181,85,89
182,90,89
183,90,91
184,92,91
185,92,93
186,94,93
187,85,94
188,85,95
189,94,95
190,92,94
191,92,89
192,41,95
193,41,88
194,85,88
195,43,26
196,44,95
197,38,28
198,28,83
199,27,46
200,28,46
201,80,47
202,47,79
203,80,79
204,9,78
205,81,78
206,50,49
207,75,50
208,75,96
209,96,97
210,50,97
211,12,57
212,13,57
213,55,56
214,21,59
215,22,56
216,53,55
217,61,98
218,99,98
219,100,99
220,100,101
221,102,101
222,102,98
223,103,98
224,61,103
225,61,104
226,99,104
227,99,105
228,62,105
229,59,104
230,62,104
231,106,62
232,106,107
233,43,107
234,25,63
235,43,106
236,106,63
237,17,108
238,65,17
239,108,64
240,109,64
241,109,110
242,111,110
243,112,111
244,112,113
245,114,113
246,111,114
247,111,115
248,114,115
249,114,116
250,117,116
251,117,118
252,119,118
253,119,120
254,117,120
255,114,117
256,65,109
257,103,109
258,102,103
259,121,102
260,121,101
261,99,101
262,99,102
263,45,43
264,36,67
265,69,67
266,69,66
267,66,39
268,96,68
269,96,122
270,122,123
271,78,123
272,69,124
273,70,124
274,125,70
275,126,125
276,126,127
277,125,127
278,125,128
279,129,128
280,129,130
281,130,131
282,132,131
283,133,132
284,133,134
285,87,134
286,132,87
287,132,134
288,135,134
289,70,135
290,70,136
291,135,136
292,135,137
293,69,137
294,138,69
295,74,138
296,70,127
297,71,139
298,71,138
299,138,124
300,71,124
301,71,127
302,140,72
303,140,141
304,126,141
305,140,126
306,140,139
307,126,139
308,142,126
309,143,142
310,143,144
311,142,144
312,142,145
313,145,146
314,147,146
315,147,142
316,138,73
317,138,76
318,96,76
319,96,148
320,138,148
321,138,96
322,96,149
323,68,149
324,68,148
325,75,97
326,35,80
327,80,77
328,80,29
329,81,123
330,68,82
331,35,82
332,35,83
333,122,81
334,122,149
335,81,149
336,135,66
337,66,84
338,135,84
339,133,135
340,41,44
341,90,85
342,150,90
343,150,151
344,132,151
345,132,90
346,132,86
347,130,132
348,130,151
349,90,151
350,90,86
351,94,89
352,150,91
353,152,91
354,152,153
355,154,153
356,155,154
357,155,156
358,154,156
359,154,157
360,158,157
361,158,155
362,159,155
363,159,160
364,155,160
365,155,130
366,130,150
367,150,152
368,152,92
369,152,161
370,162,161
371,162,163
372,152,163
373,152,162
374,162,164
375,164,161
376,165,93
377,164,165
378,92,164
379,94,165
380,90,92
381,41,45
382,122,9
383,9,123
384,122,49
385,50,122
386,122,97
387,61,65
388,65,166
389,61,166
390,100,167
391,121,167
392,168,121
393,169,168
394,169,170
395,165,170
396,165,171
397,172,171
398,173,172
399,174,173
400,174,175
401,176,175
402,176,177
403,177,178
404,178,179
405,173,179
406,173,180
407,164,180
408,164,171
409,173,171
410,173,177
411,102,181
412,102,182
413,183,182
414,183,184
415,112,184
416,103,181
417,99,61
418,62,99
419,106,105
420,100,105
421,169,100
422,169,185
423,106,185
424,106,100
425,186,106
426,165,186
427,165,187
428,44,187
429,44,186
430,44,107
431,94,44
432,94,187
433,186,187
434,186,107
435,108,188
436,108,189
437,109,189
438,109,108
439,103,110
440,112,110
441,111,113
442,183,112
443,112,190
444,190,191
445,191,116
446,190,113
447,111,188
448,188,115
449,192,115
450,192,120
451,114,120
452,190,114
453,114,192
454,188,192
455,190,116
456,191,117
457,191,193
458,194,193
459,194,195
460,195,196
461,194,196
462,191,194
463,197,118
464,198,197
465,198,118
466,192,119
467,117,198
468,103,166
469,102,183
470,100,121
471,100,185
472,66,137
473,70,137
474,145,125
475,126,71
476,71,73
477,125,136
478,133,136
479,145,128
480,199,145
481,199,200
482,159,200
483,129,131
484,133,131
485,129,133
486,129,201
487,130,201
488,87,84
489,135,87
490,69,148
491,72,139
492,143,141
493,142,141
494,143,140
495,202,143
496,202,147
497,147,144
498,126,203
499,142,203
500,202,144
501,142,146
502,145,129
503,145,204
504,129,204
505,199,146
506,147,205
507,206,205
508,207,206
509,207,202
510,202,205
511,207,205
512,130,156
513,150,156
514,154,150
515,154,208
516,209,208
517,209,157
518,155,157
519,155,201
520,150,153
521,210,152
522,210,153
523,210,163
524,211,163
525,211,162
526,162,174
527,174,180
528,154,210
529,209,154
530,158,209
531,158,160
532,212,158
533,212,159
534,159,201
535,199,159
536,199,204
537,159,204
538,212,160
539,92,161
540,162,213
541,211,213
542,214,211
543,214,215
544,216,215
545,216,217
546,218,217
547,218,219
548,219,220
549,176,220
550,174,176
551,164,93
552,165,172
553,109,166
554,168,167
555,169,167
556,172,169
557,172,221
558,178,221
559,178,222
560,223,222
561,223,224
562,224,225
563,226,225
564,227,226
565,227,228
566,229,228
567,176,229
568,218,176
569,230,218
570,216,230
571,214,216
572,214,231
573,211,231
574,211,232
575,216,232
576,121,182
577,233,182
578,233,234
579,168,234
580,178,168
581,168,221
582,172,170
583,172,179
584,174,235
585,173,235
586,218,175
587,218,236
588,219,236
589,219,237
590,237,238
591,239,238
592,239,240
593,227,240
594,227,223
595,178,223
596,172,178
597,176,235
598,177,227
599,177,222
600,178,241
601,168,241
602,177,179
603,177,228
604,176,228
605,162,180
606,164,173
607,112,181
608,183,181
609,233,183
610,233,242
611,243,242
612,243,244
613,244,245
614,246,245
615,246,247
616,247,248
617,246,248
618,246,249
619,250,249
620,250,251
621,190,251
622,190,184
623,252,190
624,183,252
625,103,112
626,186,169
627,186,185
628,186,170
629,111,189
630,109,111
631,191,251
632,250,191
633,250,253
634,254,253
635,254,194
636,194,253
637,191,253
638,188,189
639,117,193
640,198,193
641,198,196
642,255,195
643,195,256
644,256,257
645,195,257
646,256,196
647,194,198
648,119,197
649,198,256
650,256,258
651,198,258
652,117,119
653,121,233
654,125,203
655,145,203
656,133,128
657,199,259
658,260,259
659,206,260
660,206,147
661,147,259
662,206,259
663,260,200
664,212,200
665,125,133
666,159,129
