1,8.6868,198.61
2,10,210
3,0,210
4,4.396,203.74
5,20.297,198.93
6,4.5611,194.68
7,0,200
8,0,190
9,10.54,191.11
10,20,210
11,15.3,204.48
12,30,210
13,40,210
14,50,210
15,60,210
16,70,210
17,80,210
18,73.733,206.3
19,70.547,199.5
20,64.415,195.36
21,59.687,188.6
22,50.063,191.41
23,54.765,185.23
24,65.952,185.83
25,60.4,180.73
26,55.458,174.93
27,51.107,179.97
28,39.526,179.87
29,38.605,189.82
30,36.304,195.67
31,38.626,198.89
32,45.496,195.58
33,45.647,186.11
34,33.847,185.15
35,28.694,178.59
36,29.734,171.02
37,36.394,164.46
38,40.624,169.4
39,41.287,158.59
40,45.953,165.64
41,48.609,160.79
42,56.272,165.45
43,60.006,169.49
44,59.114,159.14
45,49.007,171.36
46,44.056,175.87
47,29.328,200.17
48,15.998,194.3
49,4.9419,185.46
50,0,180
51,24.026,204.01
52,45.754,206.23
53,50.241,200.15
54,56.044,203.93
55,59.679,198.87
56,54.727,195.59
57,33.919,205.95
58,66.322,205.23
59,70.26,191.03
60,76.142,195.35
61,81.35,191.39
62,70.324,181.12
63,66.087,175.29
64,84.616,204.11
65,79.555,198.9
66,28.982,159.23
67,23.64,164.14
68,20.143,168.75
69,19.96,159.64
70,18.594,149.2
71,9.171,150.84
72,0,150
73,6.0161,155.32
74,0,160
75,0,170
76,5.8725,165.44
77,25.482,185.19
78,21.393,189.13
79,24.217,195.5
80,31.323,189.24
81,21.256,181.25
82,26.214,176.27
83,35.955,176.2
84,34.668,153.9
85,51.411,149.25
86,44.695,145.1
87,38.667,148.86
88,43.687,154.12
89,56.12,144.93
90,49.476,140.67
91,55.226,134.7
92,61.26,139.95
93,64.607,145.8
94,59.113,149.26
95,55.454,155.71
96,10.619,170.35
97,3.9946,174.71
98,85.168,183.79
99,80.57,180.03
100,78.786,171.06
101,84.448,175.25
102,89.925,179.8
103,89.878,190.26
104,74.516,185.63
105,74.797,175.61
106,68.773,169.59
107,63.873,166.12
108,90,210
109,89.807,201.4
110,96.011,195.42
111,100.34,200.28
112,99.36,188.61
113,106,195.32
114,108.74,200.44
115,105.44,204.58
116,113.71,195.66
117,121.03,199.67
118,126.2,206.4
119,120,210
120,115.1,205.39
121,91.405,170.47
122,9.9294,178.82
123,14.214,183.59
124,15.02,155.07
125,20.136,140.89
126,9.2176,139.06
127,14.307,144.98
128,25.56,136.08
129,28.891,129.77
130,38.681,131.19
131,33.755,135.36
132,40.487,139.86
133,29.189,141.22
134,34.192,145.96
135,29.807,151.06
136,26.38,144.47
137,23.971,154.63
138,10.012,160.64
139,3.9545,145.08
140,0,140
141,3.7626,135.7
142,10.926,130.86
143,0,130
144,3.7102,124.63
145,20.828,128.65
