1,0,467.65
2,10,467.65
3,16.21,460.03
4,20,467.65
5,30,467.65
6,34.288,457.3
7,40,467.65
8,50,467.65
9,54.792,458.87
10,60,467.65
11,70,467.65
12,74.507,457.29
13,80,467.65
14,90,467.65
15,96.522,457.02
16,100,467.65
17,110,467.65
18,113.03,457.78
19,120,467.65
20,130,467.65
21,136.28,459.58
22,140,467.65
23,150,467.65
24,155.58,459.16
25,160,467.65
26,170,467.65
27,175.54,458
28,180,467.65
29,190,467.65
30,196.61,460.38
31,200,467.65
32,210,467.65
33,216.39,459.13
34,220,467.65
35,230,467.65
36,236.94,460.89
37,240,467.65
38,250,467.65
39,253.68,460.83
40,260,467.65
41,270,467.65
42,273.83,460.91
43,280,467.65
44,290,467.65
45,293.54,460.99
46,300,467.65
47,310,467.65
48,316.77,458.05
49,320,467.65
50,330,467.65
51,336.13,460.84
52,340,467.65
53,350,467.65
54,356.11,459.84
55,360,467.65
56,370,467.65
57,373.39,457.78
58,380,467.65
59,390,467.65
60,394.28,457.67
61,400,467.65
62,410,467.65
63,414.62,460.51
64,420,467.65
65,430,467.65
66,434.8,457.55
67,440,467.65
68,450,467.65
69,453.3,457.23
70,460,467.65
71,470,467.65
72,475.09,460.34
73,480,467.65
74,490,467.65
75,493.19,460.42
76,500,467.65
77,510,467.65
78,513.58,460.5
79,520,467.65
80,530,467.65
81,11.325,451.4
82,21.805,450.83
83,25.882,440.31
84,29.642,448.81
85,41.257,451.74
86,48.869,451.65
87,58.749,450.11
88,66.801,441.89
89,70.28,448.8
90,81.569,450.93
91,89.897,450.11
92,101.97,449.87
93,104.31,443.01
94,110.47,449.71
95,119.08,448.61
96,131.33,450.19
97,140.17,451.5
98,145.78,443.55
99,150.76,450.4
100,158.35,452.04
101,170.16,451.59
102,178.31,450.34
103,186.1,441.39
104,188.67,451.03
105,199.41,450.99
106,221.2,451.26
107,210.31,451.16
108,239.17,449.91
109,229.99,448.84
110,260.56,451.59
111,249.32,451.95
112,279.68,450.58
113,268.6,450.9
114,301.14,451.34
115,288.45,450.33
116,318.31,451.53
117,311.99,449.46
118,338.29,449.79
119,331.71,450.49
120,361.59,449.12
121,349.38,449.43
122,379.23,449.39
123,368.65,449.12
124,398.41,448.64
125,391.06,451.44
126,418.96,450.16
127,410.01,449.17
128,438.32,451.73
129,428.76,449.77
130,461.41,449.49
131,450.22,451.15
132,481.01,448.83
133,471.28,450.82
134,498.71,449.03
135,491.41,451.19
136,518.39,452.1
137,509.06,452.17
138,0,450.33
139,5.9573,441.31
140,0,433.01
141,8.6186,433.95
142,21.734,431.79
143,28.457,433.01
144,36.927,425.57
145,41.062,432.42
146,51.633,431.62
147,45.441,440.65
148,61.422,431.49
