1,0,467.65
2,10,467.65
3,14.765,457.16
4,20,467.65
5,30,467.65
6,35.202,458.49
7,40,467.65
8,50,467.65
9,55.163,457.78
10,60,467.65
11,70,467.65
12,75.746,457.68
13,80,467.65
14,90,467.65
15,95.966,458.75
16,100,467.65
17,110,467.65
18,114.91,457.13
19,120,467.65
20,130,467.65
21,134.61,457.98
22,140,467.65
23,150,467.65
24,154.18,457.72
25,160,467.65
26,170,467.65
27,176.14,460.06
28,180,467.65
29,190,467.65
30,195.79,458.5
31,200,467.65
32,210,467.65
33,213.33,460.92
34,220,467.65
35,230,467.65
36,234.43,460.02
37,240,467.65
38,250,467.65
39,253.91,458.2
40,260,467.65
41,270,467.65
42,275.84,457.54
43,280,467.65
44,290,467.65
45,294.49,458.99
46,300,467.65
47,310,467.65
48,313.14,457.84
49,320,467.65
50,330,467.65
51,334.25,457.63
52,340,467.65
53,350,467.65
54,356.39,459.81
55,360,467.65
56,370,467.65
57,375.72,457.76
58,380,467.65
59,390,467.65
60,393.3,460.88
61,400,467.65
62,410,467.65
63,416.75,459.92
64,420,467.65
65,430,467.65
66,434.01,459.71
67,440,467.65
68,450,467.65
69,453.01,459.97
70,460,467.65
71,470,467.65
72,476.82,457.42
73,480,467.65
74,490,467.65
75,494.14,460.93
76,500,467.65
77,510,467.65
78,515.79,460.8
79,520,467.65
80,530,467.65
81,9.6557,450.75
82,19.026,452.26
83,24.393,443.24
84,31.649,449.81
85,38.531,448.84
86,49.551,448.63
87,58.665,449.93
88,63.8,443.15
89,70.418,450.94
90,80.834,451.95
91,88.903,448.64
92,100.23,448.65
93,105.19,442.27
94,111.74,452.04
95,120.15,451.36
96,128.96,448.41
97,140.83,448.7
98,145.58,440.87
99,149.96,451.4
100,158.6,450.74
101,169,449.72
102,178.49,450.01
103,186.35,441.28
104,188.01,450.6
105,198.15,449.14
106,221.92,449.76
107,211.69,452.21
108,238.04,449.03
109,229.2,450.02
110,258.99,451.44
111,249.05,450.36
112,278.72,450.5
113,268.85,449.18
114,301.58,451.31
115,291.02,451.89
116,318.56,451.72
117,311.76,450.15
118,340.28,451.17
119,329.89,450.97
120,359.94,450.06
121,351.78,449.46
122,379,448.63
123,368.97,448.67
124,400.68,452.21
125,389.69,450.31
126,421.29,452.07
127,408.81,448.82
128,440.1,450.27
129,429.48,448.45
130,459.46,450.35
131,450.56,450.46
132,481,448.56
133,470.75,450.25
134,501.03,449.4
135,490.11,450.56
136,519.29,449.53
137,511.83,448.86
138,0,450.33
139,6.5858,441.93
140,0,433.01
141,8.7893,431.17
142,19.692,432.56
143,28.675,432
144,36.919,425.21
145,38.018,431.93
146,51.262,433.16
147,45.114,442.02
148,60.635,432.33
